ID,Name,PhoneNumber,Address,CostRange,Cuisine
2829,'The Keg Steakhouse + Bar - Chandler',(480) 899-7500,'3065 W Chandler Blvd',1,"'Steakhouses,Bars,Seafood'"
2830,'Breakfast Club- CityScape',(602) 354-7284,'2 E Jefferson St',1,"'Breakfast & Brunch,Coffee & Tea,Juice Bars & Smoothies'"
2831,'Thai Rama',(602) 285-1123,'1221 W Camelback Rd',1,'Thai'
2832,'New Asian Star',(623) 478-1888,'2755 S 99th Ave',1,'Chinese'
2833,'Sacred Pi',(480) 897-9093,'6434 S McClintock Dr',1,"'Pizza,Desserts,Beer Bar'"
2834,'Carolina’s Mexican Food',(602) 275-8231,'2126 E Cactus Rd',1,'Mexican'
2835,'Bangkok Thai Bar-B-Q',(602) 993-2046,'13828 N 51st Ave',1,"'Thai,Asian Fusion'"
2836,'MacAlpine’s Diner & Soda Fountain',(602) 262-5545,'2303 N 7th St',1,"'Ice Cream & Frozen Yogurt,Antiques,American (Traditional)'"
2837,'Cafe Forte',(480) 994-1331,'7032 E Main St',1,'American (New)'
2838,'Loving Hut',(602) 264-3480,'3239 E Indian School Rd',1,"'Vegan,Vietnamese'"
2839,'Angie & Jimmie’s Italian Pizza',(602) 246-7833,'3446 W Camelback Rd',1,"'Pizza,Salad,Italian'"
2840,'Sa Bai On The Fly',(480) 264-4287,'1740 E Broadway Rd',1,'Thai'
2841,'Blue Clover Distillery',(480) 946-1062,'7042 E Indian School Rd',1,"'Distilleries,American (New),Cocktail Bars'"
2842,'Puerto Rico Latin Bar & Grill',(602) 278-9607,'2714 W Thomas Rd',1,"'Bars,Latin American,Puerto Rican'"
2843,'The Vig Arcadia',(602) 553-7227,'4041 N 40th St',1,"'American (Traditional),American (New),Breakfast & Brunch'"
2844,'Sweet Land Cake',(480) 242-3668,'4747 E Thomas Rd',1,"'Bakeries,Caribbean,Patisserie/Cake Shop'"
2845,'George Yang’s Chinese Cuisine',(602) 368-2688,'6048 N 16th St',1,'Chinese'
2846,'Cyclo Vietnamese Cuisine',(480) 963-4490,'1919 W Chandler Blvd',1,"'Vietnamese,Asian Fusion'"
2847,'Al-Hana',(602) 252-8996,'523 N 20th St',1,"'Middle Eastern,Halal,Mediterranean'"
2848,'Jewel’s Bakery and Cafe',(602) 714-5243,'4041 E Thomas Rd',1,"'Bakeries,Gluten-Free,Breakfast & Brunch'"
2849,'First Watch',(602) 955-3447,'3215 E Camelback Rd',1,"'Breakfast & Brunch,Cafes,American (Traditional)'"
2850,'Broadway Pizza',(612) 861-3402,'7514 Lyndale Ave S',1,'Pizza'
2851,'The Buttered Tin',(651) 224-2300,'237 7th St E',1,"'Bakeries,Breakfast & Brunch,Cafes'"
2852,'Arepa Bite Latin Food',(763) 780-7990,'2213 County Hwy 10',1,'Venezuelan'
2853,'Manny’s Steakhouse',(612) 339-9900,'825 Marquette Ave',1,"'Steakhouses,Breakfast & Brunch,American (Traditional)'"
2854,'J. Selby’s',(651) 222-3263,'169 N Victoria St',1,"'Vegan,Breakfast & Brunch'"
2855,'Band Box Diner',(612) 332-0850,'729 S 10th St',1,"'Diners,Breakfast & Brunch,Burgers'"
2856,'Parlour',(612) 354-3135,'730 N Washington Ave',1,"'American (New),Cocktail Bars'"
2857,'Blaze Fast-Fire’d Pizza',(612) 295-0835,'1000 SE Washington Ave',1,"'Salad,Pizza,Fast Food'"
2858,'The Anchor Fish & Chips',(612) 676-1300,'302 13th Ave NE',1,'Fish & Chips'
2859,'Groundswell',(651) 645-6466,'1340 Thomas Ave',1,"'Coffee & Tea,American (New),Bakeries'"
2860,'Colossal Café',(651) 797-4027,'2315 Como Ave',1,"'American (Traditional),Breakfast & Brunch'"
2861,'Afro Deli',(612) 871-5555,'720 Washington Ave SE',1,"'African,Sandwiches,Mediterranean'"
2862,'Meritage',(651) 222-5670,'410 St Peter St',1,'French'
2863,'Eureka Compass Vegan Food',(651) 600-0419,'629 Aldine St',1,'Vegan'
2864,'Fogo de Chão Brazilian Steakhouse',(612) 338-1344,'645 Hennepin Ave',1,"'Brazilian,Steakhouses'"
2865,'Rinata',(612) 374-8998,'2451 Hennepin Ave',1,"'Italian,French,Tapas/Small Plates'"
2866,'Penny’s Coffee',(612) 295-9761,'100 S Washington Ave',1,"'Cafes,Wine Bars,Beer Bar'"
2867,'Lu’s Sandwiches',(612) 870-0350,'2624 Nicollet Ave S',1,"'Vietnamese,Sandwiches,Fast Food'"
2868,'India House',(763) 432-2241,'11611 Fountains Dr',1,"'Indian,Buffets'"
2869,'Cafe Latté',(651) 224-5687,'850 Grand Ave',1,"'Comfort Food,Cafeteria,Pizza'"
2870,'ZZQ Smokehouse',(651) 452-9900,'3390 Coachman Rd',1,'Barbeque'
2871,'Zait & Za’atar',(651) 493-7438,'1626 Selby Ave',1,"'Middle Eastern,Mediterranean,Imported Food'"
2872,'The Happy Gnome',(651) 287-2018,'498 Selby Ave',1,"'American (New),Gastropubs'"
2873,'Cajun Deli',(763) 391-0900,'8038 Brooklyn Blvd',1,"'Cajun/Creole,Seafood'"
2874,'Porterhouse Steaks & Seafood',(651) 483-9248,'235 Little Canada Rd E',1,"'Steakhouses,Seafood,Bars'"
2875,'The Bachelor Farmer',(612) 206-3920,'50 N 2nd Ave',1,'American (New)'
2876,'Moscow On The Hill',(651) 291-1236,'371 Selby Ave',1,"'Russian,Bars,Breakfast & Brunch'"
2877,'Sphynx Café',(612) 259-7174,'813 4th St SE',1,"'Mediterranean,Greek,Cafes'"
2878,'Afro Deli & Grill - Saint Paul',(651) 888-2168,'5 W 7th Pl',1,"'African,Mediterranean'"
2879,'Quang Restaurant',(612) 870-4739,'2719 Nicollet Ave S',1,"'Vietnamese,Sandwiches,Noodles'"
2880,'The Neighborhood Café',(651) 644-8887,'1570 Selby Ave',1,"'American (Traditional),Breakfast & Brunch'"
2881,'Taco Libre',(952) 303-3360,'5125 Edina Industrial Blvd',1,'Mexican'
2882,'Blue Door Pub St. Paul',(651) 493-1865,'1811 Selby Ave',1,"'Pubs,American (Traditional)'"
2883,'Original Pancake House',(952) 920-4444,'3501 W 70th St',1,'Pancakes'
2884,'Zen Box Izakaya',(612) 332-3936,'602 Washington Ave S',1,"'Ramen,Izakaya,Cocktail Bars'"
2885,'Pizza Nea',(612) 331-9298,'306 E Hennepin Ave',1,"'Pizza,Vegan'"
2886,'Red Cow Uptown',(612) 767-3547,'2626 Hennepin Ave',1,"'Burgers,Beer Bar,American (Traditional)'"
2887,'Wok in the Park',(952) 657-5754,'3005 Utah Ave S',1,"'Asian Fusion,Vegan,Gluten-Free'"
2888,'Matt’s Bar',(612) 722-7072,'3500 Cedar Ave S',1,"'Burgers,Dive Bars'"
2889,'Conny’s Creamy Cone',(651) 488-4150,'1197 Dale St N',1,"'Ice Cream & Frozen Yogurt,Juice Bars & Smoothies,Burgers'"
2890,'Pimento Jamaican Kitchen',(612) 345-5637,'2524 Nicollet Ave S',1,'Caribbean'
2891,'Red Wagon Pizza Co',(612) 259-7147,'5416 Penn Ave S',1,'Pizza'
2892,'Tim and Tom’s Speedy Market',(651) 645-7360,'2310 Como Ave',1,"'Grocery,Delis,Butcher'"
2893,'Hiko Sushi',(651) 452-6888,'1466 Yankee Doodle Rd',1,'Sushi Bars'
2894,'Loon Grocery',(612) 871-2245,'2501 Lyndale Ave S',1,"'Middle Eastern,Grocery'"
2895,'Eli’s Food & Cocktails',(612) 332-9997,'1225 Hennepin Ave',1,"'American (Traditional),Pubs'"
2896,'Cuppa Java',(612) 374-4806,'400 Penn Ave S',1,"'Coffee & Tea,Breakfast & Brunch,Cafes'"
2897,'Supatra’s Thai Cuisine',(651) 222-5859,'967 W 7th St',1,"'Thai,Cooking Classes'"
2898,'Football Pizza',(612) 782-0169,'2339 Central Ave NE',1,"'Pizza,Venues & Event Spaces,Caterers'"
2899,'Blaze Fast-Fire’d Pizza',(952) 955-4101,'8126 Hwy 7',1,"'Pizza,Salad,Fast Food'"
2900,'Fat Nat’s Eggs',(763) 425-0117,'8587 Edinburgh Centre Dr',1,"'Breakfast & Brunch,Burgers,Sandwiches'"
2901,'Black Sheep Coal Fired Pizza',(612) 342-2625,'600 Washington Ave N',1,"'Pizza,Cocktail Bars'"
2902,'Milton’s',(763) 535-9373,'3545 Douglas Dr N',1,"'American (New),Soul Food,Bars'"
2903,'The Lynhall',(612) 870-2640,'2640 Lyndale Ave S',1,"'Coffee & Tea,Breakfast & Brunch,Modern European'"
2904,'India Palace Uptown',(612) 377-5000,'2546 Hennepin Ave S',1,"'Indian,Buffets'"
2905,'Punch Neapolitan Pizza - Stadium Village',(612) 331-3122,'802 Washington Ave SE',1,"'Pizza,Italian'"
2906,'Pineda Tacos',(763) 545-1977,'60 Nathan Ln N',1,'Mexican'
2907,'Tavern 4 & 5',(952) 934-4545,'16396 Wagner Way',1,"'American (New),Breakfast & Brunch'"
2908,'HAI HAI',(612) 223-8640,'2121 University Ave Ne',1,"'Vietnamese,Cocktail Bars,Breakfast & Brunch'"
2909,'Naf Naf Grill',(612) 236-4620,'200 S 6th St',1,"'Middle Eastern,Salad,Falafel'"
2910,'Lepot Chinese Hotpot',(612) 886-3855,'507 14th Ave SE',1,"'Chinese,Hot Pot'"
2911,'Sammy’s Avenue Eatery',(612) 767-6278,'1101 W Broadway Ave',1,"'Sandwiches,American (Traditional),Breakfast & Brunch'"
2912,'MT Noodles',(763) 315-3055,'8459 West Broadway',1,"'Vietnamese,Noodles'"
2913,'Holy Land',(612) 781-2627,'2513 Central Ave NE',1,"'Bakeries,Grocery,Middle Eastern'"
2914,'Fresh Picked PIZZA',(651) 494-3706,'1048 W Hwy 96',1,'Pizza'
2915,'My Burger',(612) 500-9106,'6555 Lyndale Ave S',1,"'Burgers,Food Delivery Services,Breakfast & Brunch'"
2916,'Sassy Spoon',(612) 886-1793,'5011 34th Ave S',1,'Gluten-Free'
2917,'Cheng Heng Restaurant',(651) 222-5577,'448 University Ave W',1,"'Cambodian,Desserts,Laotian'"
2918,'Cafe Racer Kitchen',(612) 208-1695,'2929 E 25th St',1,"'Food Trucks,Latin American'"
2919,'ie Italian Eatery',(612) 223-8504,'4724 Cedar Ave S',1,'Italian'
2920,'Grand Ole Creamery & Grand Pizza',(651) 293-1655,'750 Grand Ave',1,"'Ice Cream & Frozen Yogurt,Pizza'"
2921,'Saint Dinette',(651) 800-1415,'261 E 5th St',1,"'American (New),Steakhouses,Burgers'"
2922,'Sea Salt Eatery - Temp. CLOSED',(612) 721-8990,'4825 Minnehaha Ave',1,"'Seafood,Tacos,Burgers'"
2923,'Ruth’s Chris Steak House',(612) 672-9000,'920 2nd Ave S',1,'Steakhouses'
2924,'The 1029 Bar',(612) 379-4322,'1029 Marshall St NE',1,"'Sports Bars,American (Traditional)'"
2925,'Prima Pasta Salads Panini',(612) 827-7376,'5325 Lyndale Ave S',1,'Italian'
2926,'Manny’s Tortas',(612) 870-3930,'920 E Lake St',1,"'Mexican,Sandwiches'"
2927,'Tilia',(612) 354-2806,'2726 W 43rd St',1,"'American (New),Breakfast & Brunch'"
2928,'The Naughty Greek',(651) 219-4438,'2400 University Ave W',1,"'Greek,Mediterranean'"
2929,'Carma Coffee',(612) 208-1253,'520 Lowry Ave NE',1,"'Coffee & Tea,Juice Bars & Smoothies,Sandwiches'"
2930,'Burch Steak and Pizza Bar',(612) 843-1515,'1933 Colfax Ave S',1,"'Steakhouses,Pizza,Desserts'"
2931,'Pig Ate My Pizza',(763) 537-7267,'4154 W Broadway Ave',1,"'Gastropubs,Pizza'"
2932,'The Original Pancake House',(763) 383-0888,'6322 Vinewood Ln',1,'Breakfast & Brunch'
2933,'Stewart’s',(651) 645-4128,'128 Cleveland Ave N',1,"'American (New),Bars'"
2934,'Hazel’s Northeast',(612) 788-4778,'2859 Johnson St NE',1,"'Breakfast & Brunch,American (Traditional),Sandwiches'"
2935,'World Street Kitchen',(612) 424-8855,'2743 Lyndale Ave S',1,"'Asian Fusion,Breakfast & Brunch,Sandwiches'"
2936,'Zakia Deli',(612) 379-0288,'2412 Kennedy St NE',1,"'Mediterranean,Lebanese'"
2937,'Nacho’s Mexican Grill',(952) 935-9200,'1016 Main St',1,'Mexican'
2938,'Blackbird Cafe',(612) 823-4790,'3800 Nicollet Ave',1,'American (New)'
2939,'Seed Cafe',(612) 345-7265,'3252 W Lake St',1,''
2940,'Maeve’s Cafe',(612) 379-1033,'300 13th Ave NE',1,"'Coffee & Tea,Breakfast & Brunch,American (New)'"
2941,'Parallel',,'145 Holden St N',1,"'Coffee & Tea,Breakfast & Brunch,Beer Bar'"
2942,'Brasa Rotisserie',(651) 224-1302,'777 Grand Ave',1,"'Southern,Caribbean'"
2943,'Guavas Cuban Cafe',(612) 824-0951,'5607 Chicago Ave',2,''
2944,'Jasmine Deli',(612) 870-4700,'2532 Nicollet Ave',1,"'Vietnamese,Sandwiches'"
2945,'Bluestem Bar',(612) 870-7855,'2610 Lyndale Ave S',1,"'Wine Bars,Gluten-Free,American (New)'"
2946,'Grande Sunrise Mexican Restaurant',(612) 886-2678,'5554 S 34th Ave',1,"'Tacos,Seafood'"
2947,'May Day Cafe',(612) 729-5627,'3440 Bloomington Ave',1,"'Breakfast & Brunch,Vegan,Coffee & Tea'"
2948,'iPho by Saigon',(651) 225-8751,'704 University Ave W',1,'Vietnamese'
2949,'DeLeo Bros. Pizza',(952) 452-9181,'10 Southdale Ctr',1,"'Pizza,Arcades'"
2950,'Urban Sub',(952) 300-2551,'5621 Wayzata Blvd',1,"'Sandwiches,Salad,Soup'"
2951,'Ham’s Sandwich Shop',(952) 591-0494,'14200 Wayzata Blvd',1,"'Meat Shops,Delis,Sandwiches'"
2952,'Simpls',(612) 223-8545,'601 Marquette Ave',1,"'Coffee & Tea,Soup,Sandwiches'"
2953,'Murray’s',(612) 339-0909,'26 S 6th St',1,"'Steakhouses,Lounges,American (Traditional)'"
2954,'Malabari Kitchen',(612) 361-6777,'414 1/2 Cedar Ave S',1,'Indian'
2955,'Lake & Irving',(612) 354-2453,'1513 W Lake St',1,"'American (New),Bars'"
2956,'Tenant Restaurant',(612) 827-8111,'4300 Bryant Ave S',1,'American (New)'
2957,'Allie’s Deli & Catering',(612) 333-6425,'527 Marquette Ave',1,"'Delis,Sandwiches'"
2958,'Red Cow',(612) 767-4411,'3624 W 50th St',1,"'Burgers,Bars,American (New)'"
2959,'Delsur Empanadas',(952) 303-6081,'14725 Excelsior Blvd',1,"'Food Trucks,Empanadas,Latin American'"
2960,'Colita',(612) 886-1606,'5400 Penn Ave S',1,''
2961,'Zelo',(612) 333-7000,'831 Nicollet Mall',1,"'Italian,Seafood,American (Traditional)'"
2962,'UP Coffee Roasters',(612) 326-9820,'1901 Traffic St NE',1,"'Sandwiches,Coffee & Tea,Coffee Roasteries'"
2963,'Trung Nam French Bakery',(651) 229-0887,'739 University Ave W',1,"'Bakeries,French,Vietnamese'"
2964,'The Lowbrow',(612) 208-0720,'4244 Nicollet Ave S',1,"'Burgers,Breakfast & Brunch'"
2965,'Demera',(651) 224-6224,'823 W University Ave',1,"'Ethiopian,Bars'"
2966,'Corner Table',(612) 823-0011,'4537 Nicollet Ave',1,'American (New)'
2967,'Modern Times Café',(612) 886-3882,'3200 Chicago Ave S',1,"'Breakfast & Brunch,Burgers,Sandwiches'"
2968,'Grand Café',(612) 822-8260,'3804 Grand Ave S',1,"'French,Wine Bars,Desserts'"
2969,'Fika',(612) 871-4907,'2600 Park Ave S',1,'Modern European'
2970,'Smack Shack Truck',(612) 379-4322,'1029 Marshall St NE',1,"'Southern,Seafood,Food Trucks'"
2971,'Sun Street Breads',(612) 354-3414,'4600 Nicollet Ave S',1,"'Bakeries,Cafes,Pizza'"
2972,'FireBox Deli',(612) 521-8206,'4707 Lyndale Ave N',1,'Barbeque'
2973,'Patisserie 46',(612) 354-3257,'4552 Grand Ave S',1,"'Bakeries,Coffee & Tea,Breakfast & Brunch'"
2974,'Alma',(612) 379-4909,'528 University Ave SE',1,"'Cafes,American (New),Guest Houses'"
2975,'Lotus Restaurant',(612) 870-1218,'113 W Grant St',1,'Vietnamese'
2976,'Element Wood Fire Pizza',(612) 379-3028,'96 Broadway St NE',1,'Pizza'
2977,'Mucci’s Italian',(651) 330-2245,'786 Randolph Ave',1,'Italian'
2978,'Costa Blanca Bistro',(612) 789-9296,'2416 Central Ave NE',1,"'Tapas/Small Plates,American (New),Spanish'"
2979,'The Kenwood',(612) 377-3695,'2115 W 21st St',1,"'American (New),Breakfast & Brunch'"
2980,'Bay Leaf Indian Cuisine',(952) 426-0215,'6403 City W Pkwy',1,"'Indian,Caterers'"
2981,'Galactic Pizza',(612) 824-9100,'2917 Lyndale Ave S',1,"'Pizza,Vegan,Gluten-Free'"
2982,'Nong’s Thai Cuisine',(763) 404-8190,'2520 Hillsboro Ave',1,'Thai'
2983,'Andale Taqueria Y Mercado',(612) 259-8868,'7700 Nicollet Ave S',1,"'Butcher,Mexican'"
2984,'Black Sea Restaurant',(651) 917-8832,'737 Snelling Ave N',1,"'Turkish,Desserts,Mediterranean'"
2985,'Thai Garden',(651) 368-9431,'432 University Ave W',1,"'Thai,Vegan,Gluten-Free'"
2986,'Breaking Bread Café & Catering',(612) 529-9346,'1210 West Broadway Ave',1,"'Comfort Food,Cafes,Sandwiches'"
2987,'Red Rabbit',(612) 767-8855,'201 N Washington Ave',1,"'Italian,Pizza,Bars'"
2988,'Cafe Lurcat',(612) 486-5500,'1624 Harmon Pl',1,"'American (New),Bars'"
2989,'Luna Di Luna',(952) 303-4111,'8820 Lyndale Ave S',1,'Italian'
2990,'The Herbivorous Butcher',(612) 208-0992,'507 1st Ave NE',1,"'Health Markets,Butcher,Vegan'"
2991,'Maya Cuisine',(612) 789-0775,'1840 Central Ave NE',1,'Mexican'
2992,'Big River Pizza',(651) 683-2186,'280 E 5th St',1,"'Pizza,Street Vendors'"
2993,'Gorkha Palace',(612) 886-3451,'23 4th St NE',1,"'Himalayan/Nepalese,Indian'"
2994,'La Colonia Restaurant',(612) 706-4146,'2205 Central Ave NE',1,'Colombian'
2995,'Roman’s Cafe',(763) 789-4544,'513 40th Ave NE',1,'American (Traditional)'
2996,'Red Cow - Saint Paul',(651) 789-0545,'393 Selby Ave',1,"'Burgers,Wine Bars,American (New)'"
2997,'Iwa Sushi',(651) 455-1473,'7781 Amana Trl',1,"'Sushi Bars,Japanese'"
2998,'Hazelwood Food and Drinks',(952) 222-4000,'8150 26th Ave S',1,'American (Traditional)'
2999,'Teque Arepa',(952) 405-8092,'7733 Flying Cloud Dr',1,'Venezuelan'
3000,'JK’s Table',(952) 831-0194,'7401 Metro Blvd',1,"'Japanese,Sushi Bars,Sandwiches'"
3001,'Smoke In The Pit',(612) 315-3145,'3733 Chicago Ave S',1,"'Barbeque,Soul Food'"
3002,'Punch Neapolitan Pizza - Lake Calhoun',(612) 929-0006,'3226 W Lake St',1,'Pizza'
3003,'DeGidio’s Restaurant & Bar',(651) 291-7105,'425 7th St W',1,'Italian'
3004,'Revival',(612) 345-4516,'4257 Nicollet Ave',1,"'Southern,Sandwiches,Bars'"
3005,'Gyropolis',(952) 746-2091,'2320 W 90th St',1,"'Greek,Mediterranean'"
3006,'JJ’S Poke',(952) 204-3780,'6817 York Ave S',2,''
3007,'Ciao Bella',(952) 841-1000,'3501 Minnesota Dr',1,'Italian'
3008,'Fat Nats Eggs',(763) 540-0234,'3540 Winnetka Ave N',1,'Breakfast & Brunch'
3009,'Victor’s 1959 Cafe',(612) 827-8948,'3756 Grand Ave S',1,"'Cuban,Breakfast & Brunch'"
3010,'PinKU Japanese Street Food',(612) 584-3167,'20 University Ave NE',1,"'Japanese,Sushi Bars,Seafood'"
3011,'Joan’s In the Park',(651) 690-3297,'631 Snelling Ave S',1,"'American (New),Wine Bars'"
3012,'Cafe Astoria',(651) 340-9471,'180 Grand Ave',1,"'Coffee & Tea,Breakfast & Brunch,Creperies'"
3013,'Punch Neapolitan Pizza - Highland Park',(651) 696-1066,'704 Cleveland Ave S',1,"'Pizza,Italian'"
3014,'Nelson Cheese & Deli',(651) 647-1288,'1562 Como Ave',1,"'Cheese Shops,Sandwiches'"
3015,'El Taco Riendo',(612) 781-3000,'2412 Central Ave NE',1,'Mexican'
3016,'Original Pancake House',(952) 224-9440,'549 Prairie Center Dr',1,'Breakfast & Brunch'
3017,'Al’s Breakfast',(612) 331-9991,'413 14th Ave SE',1,"'Diners,Breakfast & Brunch'"
3018,'Kbop Korean Bistro',(612) 331-4993,'425 13th Ave SE',1,'Korean'
3019,'Rincón 38',(612) 824-4052,'3801 Grand Ave S',1,"'Tapas/Small Plates,Spanish'"
3020,'Birchwood Cafe',(612) 722-4474,'3311 E 25th St',1,"'Breakfast & Brunch,American (New),Coffee & Tea'"
3021,'Catrinas Cerveza & Grill',(612) 788-1229,'2510 Kenzie Ter',1,'Mexican'
3022,'Hot Plate',(612) 824-4794,'5204 Bloomington Ave',1,'Breakfast & Brunch'
3023,'Cecils',(651) 698-0334,'651 Cleveland Ave S',1,"'Delis,Sandwiches'"
3024,'Punch Neapolitan Pizza - Northeast',(612) 623-8114,'210 E Hennepin Ave',1,"'Pizza,Italian'"
3025,'French Meadow Bakery & Cafe',(612) 870-7855,'2610 Lyndale Ave S',1,"'Wine Bars,Gluten-Free,American (New)'"
3026,'Skyva Deli',(651) 222-6501,'55 E 5th St',1,"'Sandwiches,Delis,Salad'"
3027,'Town Talk Diner & Gastropub',(612) 353-5398,'2707 E Lake St',1,"'American (New),Gastropubs,Cocktail Bars'"
3028,'Lands End Pasty Company',(612) 315-4175,'1316 4th St SE',1,"'British,Vegetarian,Comfort Food'"
3029,'George & The Dragon',(612) 208-1047,'813 W 50th St',1,"'American (New),Pubs,British'"
3030,'Chimborazo',(612) 788-1328,'2851 Central Ave',1,'Latin American'
3031,'Martina',(612) 922-9913,'4312 S Upton Ave',1,"'Argentine,Cocktail Bars,Breakfast & Brunch'"
3032,'My Huong Kitchen',(612) 872-2323,'2718 Nicollet Ave',1,"'Vietnamese,Bubble Tea,Juice Bars & Smoothies'"
3033,'Travail Kitchen & Amusements',(763) 535-1131,'4124 W Broadway',1,'American (New)'
3034,'Mama’s Pizza',(651) 489-2005,'961 Rice St',1,"'Italian,Pizza,American (Traditional)'"
3035,'The Capital Grille',(612) 692-9000,'801 Hennepin Ave',1,"'Steakhouses,Seafood,Wine Bars'"
3036,'112 Eatery',(612) 343-7696,'112 N 3rd St',1,'American (New)'
3037,'Bar La Grassa',(612) 333-3837,'800 Washington Ave N',1,"'Italian,Desserts,Wine Bars'"
3038,'Pizzeria Lola',(612) 424-8338,'5557 Xerxes Ave S',1,'Pizza'
3039,'Spoon and Stable',(612) 224-9850,'211 N 1st St',1,"'American (New),Bars'"
3040,'Trieste Café',(612) 333-4658,'10 S 5th St',1,"'Delis,Mediterranean,Greek'"
3041,'Sushi Takatsu',(612) 339-5981,'733 Marquette Ave',1,"'Sushi Bars,Seafood,Fast Food'"
3042,'The Naughty Greek',(651) 219-4438,'181 Snelling Ave N',1,"'Mediterranean,Greek'"
3043,'Red Cow - Minneapolis',(612) 238-0050,'208 N 1st Ave',1,"'American (New),Burgers,Pubs'"
3044,'Cave Vin',(612) 922-0100,'5555 Xerxes Ave S',1,"'American (New),Desserts'"
3045,'Hola Arepa',(612) 345-5583,'3501 Nicollet Ave',1,"'Latin American,Salad,Breakfast & Brunch'"
3046,'Our Kitchen',(612) 825-3718,'813 W 36th St',1,"'Breakfast & Brunch,Diners'"
3047,'Young Joni',(612) 345-5719,'165 13th Ave NE',1,"'Pizza,Cocktail Bars'"
3048,'Brasa Rotisserie',(612) 379-3030,'600 E Hennepin Ave',1,"'Southern,Caribbean,Soul Food'"
3049,'Broders’ Pasta Bar',(612) 925-9202,'5000 Penn Ave S',1,"'Italian,Wine Bars'"
3050,'Clancey’s Meats and Fish',(612) 926-0222,'4307 Upton Ave S',1,"'Meat Shops,Sandwiches,Butcher'"
3051,'Mojo Coffee Gallery',(612) 361-4949,'2205 California St NE',1,"'Coffee & Tea,Breakfast & Brunch,Art Galleries'"
3052,'Himalayan Restaurant',(612) 332-0880,'2910 E Lake St',1,"'Himalayan/Nepalese,Vegetarian,Indian'"
3053,'Casper’s and Runyon’s Nook',(651) 698-4347,'492 Hamline Ave S',1,"'Dive Bars,Burgers'"
3054,'Butcher & The Boar',(612) 238-8888,'1121 Hennepin Ave',1,"'American (New),Beer Gardens,Venues & Event Spaces'"
3055,'Lisu’s Thai Taste Restaurant | Roseville',(651) 633-4981,'2575 Fairview Ave',1,"'Thai,Seafood,Chicken Wings'"
3056,'Keller Grille',(651) 766-4176,'2166 Maplewood Dr',1,"'American (Traditional),Burgers'"
3057,'Trieu Chau Restaurant',(651) 222-6148,'500 University Ave W',1,"'Vietnamese,Seafood'"
3058,'Dipped & Debris',(612) 800-9424,'2422 Central Ave NE',1,''
3059,'Abi’s Cafe',(612) 721-0013,'1532 E Lake St',1,"'Mexican,Salvadoran,Cafes'"
3060,"'Cedar + Stone, Urban Table'",(612) 615-0124,'2141 Lindau Ln',1,'American (New)'
3061,'The King’s Thai Cuisine',(763) 571-1188,'7890 University Ave NE',1,"'Thai,Laotian,Asian Fusion'"
3062,'just/us',(651) 424-1080,'465 Wabasha St N',0,''
3063,'Wakame Sushi & Asian Bistro',(612) 886-2484,'3070 Excelsior Blvd',1,"'Sushi Bars,Japanese,Asian Fusion'"
3064,'Bar Luchador',(612) 379-1450,'825 Washington Ave SE',1,"'Mexican,Cocktail Bars'"
3065,'Fasika Ethiopian Restaurant',(651) 646-4747,'510 N Snelling Ave',1,"'Ethiopian,Vegan,Vegetarian'"
3066,'Sporty’s Pub & Grill',(612) 379-8407,'2124 Como Ave SE',1,"'Sports Bars,American (New),Burgers'"
3067,'Best of India Indian Restaurant',(952) 935-2320,'8120 Minnetonka Blvd',1,'Indian'
3068,'Icehouse',(612) 276-6523,'2528 Nicollet Ave',1,"'American (New),Bars,Music Venues'"
3069,'Filfillah Restaurant',(763) 781-2222,'4301 Central Ave NE',1,"'Middle Eastern,Turkish,Mediterranean'"
3070,'Good Day Café',(763) 544-0205,'5410 Wayzata Blvd',1,"'American (Traditional),Bars'"
3071,'Boiler Room Coffee',(612) 886-7085,'1820 3rd Ave S',1,"'Coffee & Tea,Breakfast & Brunch,Cafes'"
3072,'Sparrow Café',(612) 353-5177,'5001 Penn Ave S',1,"'Cafes,Coffee & Tea'"
3073,'The Lowry',(612) 341-2112,'2112 Hennepin Ave',1,"'Bars,American (Traditional),Breakfast & Brunch'"
3074,'The Coffee Shop NE',(612) 259-8478,'2852 Johnson St NE',1,'Cafes'
3075,'Hi-Lo Diner',(612) 353-6568,'4020 E Lake St',1,"'Diners,Breakfast & Brunch,Ice Cream & Frozen Yogurt'"
3076,'CRISP & GREEN',(612) 545-5120,'428 N Washington Ave',1,"'Salad,Soup,Juice Bars & Smoothies'"
3077,'Ze’s Diner',(651) 330-1790,'3448 Denmark Ave',1,"'Diners,Breakfast & Brunch,Burgers'"
3078,'BLVD Kitchen & Bar',(763) 398-3200,'11544 Wayzata Blvd',1,"'American (Traditional),Bars,Breakfast & Brunch'"
3079,'Hell’s Kitchen',(612) 332-4700,'80 S 9th St',1,"'American (New),Breakfast & Brunch,Sandwiches'"
3080,'Ideal Diner',(612) 789-7630,'1314 Central Ave NE',1,'Diners'
3081,'Boludo',(612) 965-2858,'3749 Nicollet Ave',2,''
3082,'First Draft Taproom & Kitchen',(612) 545-5466,'324 N 6th Ave',1,"'Beer Bar,Tapas/Small Plates'"
3083,'Aida',(612) 866-5061,'2208 W 66th St',1,"'Mediterranean,Egyptian'"
3084,'Tiny Diner',(612) 767-3322,'1024 E 38th St',1,"'American (New),Breakfast & Brunch,Diners'"
