Address,CostRange,Cuisine,Name,PhoneNumber,ZipCode
"5402 E Lincoln Dr, Paradise Valley",1,"American,Breakfast,Vegetarian",Sprouts at the Spa,(480) 948-1700,85253
"4220 S 16th St, Phoenix",2,"Mexican,Seafood",Bahia de Guymas,(602) 276-6000,85040
"10040 N 25th Ave, Phoenix",1,,Cutting Board Eaterie,(602) 997-4823,85021
"3550 N Central Ave, Phoenix",1,American,Crown Cafe,(602) 230-2800,85012
"9407 N Central Ave, Phoenix",1,Mexican,Restaurant Oaxaca,(602) 395-0867,85020
"4835 E Cactus Rd, Scottsdale",1,Sandwich,Paradise Sandwich & Sundry,(602) 996-3354,85254
"3208 E Cactus Rd, Phoenix",1,Chinese,Mr. Cooks Chinese Cuisine,(602) 788-1184,85032
"3603 E Indian School Rd, Phoenix",1,"American,Bar Food",Market By Jennifer's,(602) 626-5050,85018
"3510 E Bell Rd, Phoenix",2,Thai,Tom Yum Thai Restaurant,(602) 765-8424,85032
"209 West Jackson Street, Phoenix",1,Coffee and Tea,Gideon's Coffee,(480) 456-0025,85003
"4811 N 16th St Ste 104, Phoenix",1,Afghan,Zaytoon Kabob Bistro,(602) 263-3663,85016
"1028 Grand Ave, Ste 3, Phoenix",1,Coffee and Tea,Morning Bell Coffee Roasters,(602) 730-0555,85007
"15820 N 35th Ave, Phoenix",2,Eastern European,Europa Palace,(602) 548-3337,85053
"6902 E Greenway Pkwy, Phoenix",1,"Coffee and Tea,Desserts,Sandwich",Coffee Flats and Snowbowls,(480) 624-1000,85254
"4836 E Chandler Blvd, Phoenix",1,"Beverages,Sushi",Juice Paradise,(480) 785-0606,85048
"5130 West Baseline Road, Phoenix",1,"Fast Food,Bar Food",WingStop,(602) 237-3330,85339
"2432 W Peoria Ave, Phoenix",1,"Breakfast,Sandwich",George's Lunch Box,(602) 861-1776,85029
"5115 N 27th Ave, Phoenix",1,Mexican,Angelina's Mexican Food,(602) 246-8455,85017
"3333 E Van Buren St, Phoenix",1,"Coffee and Tea,Sandwich,Healthy Food",Helpings Cafe,(602) 275-2539,85034
"2201 N 83rd Ave, Phoenix",1,Mexican,El Sabroso Antojitos Mexicanos,(623) 873-2985,85035
"2330 N 7th St, Phoenix",1,Coffee and Tea,Bikini Beans Espresso,(000) 000-0000,85006
"4445 E Thomas Rd, Phoenix",1,"Pizza,Sandwich,Healthy Food",Schlotzsky's Deli,(602) 808-9800,85018
"1625 North Central Ave, Phoenix",2,"Sandwich,Healthy Food",Palette at Phoenix Art Museum,(602) 257-2191,85004
"Location Varies, Scottsdale",1,"Japanese,Mexican",Shinobu Diego's tacos y burritos,(480) 980-8660,
"7830 North 19th Avenue, Phoenix",1,"Italian,Pizza",Uncle Tony's Pizza,(602) 544-1000,85021
"4917 W Bell Rd, Glendale",1,Bar Food,Chilly Bombers,(602) 298-0843,85308
"402 E Greenway Pkwy Ste 2, Phoenix",1,Fast Food,Dickey's Barbecue Pit,(602) 666-6320,85022
"Location Varies, Phoenix",1,"Asian,Hawaiian",Island Loco,(623) 298-9030,85034
"3502 W Cactus Rd, Phoenix",1,"American,Greek,Sandwich",Eat This Deli & Grill,(602) 375-0900,85029
"9620 N Metro Pky W Ste 153, Phoenix",2,,Old Country Buffet,(602) 371-0977,85051
"1520 W Indian School Rd, Phoenix",1,Chinese,Lucky Kitchen,(602) 265-1588,85015
"2001 W Camelback Rd, Phoenix",1,"Coffee and Tea,Diner",Camelback Cafe,(602) 841-1090,85015
"1943 W Peoria Ave, Phoenix",1,Mexican,Tacos Y Caguamanta,(602) 410-1981,85021
"3326 N 19tg Ave, Phoenix",1,Hawaiian,La Carreta de Lily,(602) 265-1279,85015
"1722 W Van Buren St., Phoenix",1,"American,Breakfast,Mediterranean",Capitol Coffee,(602) 253-4783,85007
"1024 e buckeye road, Phoenix",1,"Fast Food,Japanese",Samurai Sam's Teriyaki Grill,(602) 258-4777,85034
"4234 W Indian School Rd, Phoenix",1,"Mexican,Seafood",Tacos Y Mariscos El Cora,(602) 278-4412,85019
"7124 N 35th Ave, Phoenix",1,Mexican,Pozoleria Guerrero,(602) 995-9384,85051
"11 W Washington St, Phoenix",1,Pizza,Pizza Studio,(602) 441-3311,85003
"3302 W Thomas Rd, Phoenix",1,"Asian,Chinese,Japanese",Shang Hai Express,(602) 415-1888,85017
"2410 W Bell Rd, Phoenix",2,Indian,Indian Paradise 2,(602) 942-0140,85023
"201 East Washington Street, Phoenix",2,"Sandwich,Deli",Tommy Pastrami,(602) 222-3354,85004
"4801 E Washington St, Phoenix",1,Sandwich,Cousin's Subs,(602) 220-9393,85034
"503 W Thomas Rd, Phoenix",1,"American,Vegetarian,Healthy Food",D'Lish Cafe,(602) 279-5122,85013
"7509 N. 12th Street, Phoenix",1,"American,Italian",Arizona American Italian Club,(602) 997-7803,85020
"21705 N 19th Ave, Phoenix",1,Sandwich,Rinaldi's Deli,(623) 581-3354,85027
"3202 E Greenway Rd, Phoenix",2,Pizza,Lil Ceasar's,(602) 569-0643,85032
"117 W Grant St, Phoenix",1,Mexican,New El Portal,(602) 271-0521,85003
"503 W Thomas Rd, Phoenix",1,"Greek,Mediterranean,Vegetarian",Mika's Greek,(602) 279-6452,85013
"628 W Broadway Rd, Phoenix",1,"Mexican,Sandwich",Pepe's Deli-Mex,(602) 268-2106,85041
"6000 E Camelback Rd, Phoenix",1,"Coffee and Tea,Desserts,Sandwich",Phoenician Cafe & Ice Cream Parlor,(480) 941-8200,85251
"1820 S 7th St, Phoenix",1,"American,Diner,Pizza",Diamond Plate,(602) 252-2248,85034
"9617 N Metro Pkwy W, Phoenix",1,Mexican,Adirellis Tacos,(602) 870-3865,85051
1545 East Buckeye,1,Fast Food,Burger King,(602) 258-6916,85034
"4701 N 20th St, Phoenix",1,"International,Sandwich,Healthy Food",Whole Foods Market,(602) 761-4750,85016
"1602 E McDowell Rd, Phoenix",1,"Breakfast,Mexican,Seafood",Hacienda Mexican Food,(602) 712-1470,85006
"1534 W Camelback Rd, Phoenix",1,Chinese,Golden Phoenix Chinese,(602) 279-4447,85015
"Location Varies, Phoenix",1,,Cart Blanche Gourmet Taco,(480) 277-1102,
"1814 W Bethany Home Rd, Phoenix,",1,Mexican,Oaxaca Restaurant,(602) 395-0867,85020
"2401 N 32nd St, Phoenix",1,Seafood,Casita Del Mar,(602) 957-6545,85008
"4434 W Thomas Rd, Phoenix",1,,Sonora Bakery & Food,(602) 272-6444,85031
"15202 N 19th Ave, Phoenix",1,Breakfast,Cave Creek Cafe,(602) 375-1797,85023
"401 W Washington 2nd floor, Phoenix",1,"American,Burger,Pizza",Lynns,(602) 254-2400,85003
"11111 N 7th St, Phoenix",1,American,Cascades Cafe,(602) 866-7500,85020
"10430 N 19th Ave, Phoenix",1,Mexican,La Oaxaquena Mexican,(602) 331-9024,85021
"3428 S Central Ave, Phoenix",1,Desserts,Moreliana Fruit Bars,(602) 243-0024,85040
"2333 E Thomas Rd, Phoenix",4,American,The Dinner Detective,(877) 206-9911,85018
"11111 N 7th St, Phoenix",1,Mexican,La Cantina,(602) 866-7500,85020
5030 West Mc Dowell Road Ste 39,1,American,Crossroads Bar and Grill,(602) 278-3857,85035
"4450 S 19th Ave, Phoenix",1,Mexican,Cancun,(602) 276-8811,85041
"3646 E Ray Rd, Phoenix",1,Chinese,Great Wok,(480) 706-5000,85044
"3525 W Glendale Ave, Phoenix",1,,Taco Mex,(602) 433-5535,85051
"2333 N 16th St, Phoenix",1,Mexican,Tacos Mexico,(602) 253-5163,85006
"2135 E Camelback, Phoenix",2,"American,Sandwich",Twin Peaks Sports Bar & Grill,(602) 945-8946,85016
"100 East Camelback Road, Phoenix",3,Healthy Food,Flower Child,(480) 212-0180,85012
"50 E Camelback Rd, Phoenix",1,American,Eggery Etc,(602) 263-8554,85012
"4312 W Cactus Rd, Glendale",1,"Middle Eastern,Vegetarian",Shawarma King,(602) 942-5464,85304
"N 25 ave, Phoenix",1,"Desserts,Italian",FeliceBiscotti,(541) 933-5423,85085
"301 W Roosevelt St, Phoenix",2,"Pizza,Bar Food",Forno 301,(480) 787-5654,85003
"1818 W Bell Rd, Phoenix",1,American,Steel Horse Saloon,(602) 942-8778,85023
"1345 W McDowell Rd, Phoenix",1,,Winchell's,(602) 253-5092,85007
"3827 N 43rd Ave, Phoenix",1,Mexican,La Salsita,(602) 455-4638,85031
"2237 East Indian School Rd, Phoenix",1,"Fast Food,Mexican",Juliobertos Mexican Food,(602) 381-9983,85016
"3423 W Thomas Rd, Phoenix",1,"American,Burger,Mexican",Tonys Original Burger Factory,(602) 272-1534,85017
"6902 E Greenway Pkwy, Scottsdale",2,Bar Food,The Scotch Library,(480) 624-1202,85254
"3567 W Northern Ave, Phoenix",1,American,J B's,(602) 841-1309,85051
"2320 W Northern Ave, Phoenix",1,,Victorian Cake,(602) 246-4633,85021
"1840 W Peoria Ave, Phoenix",1,Fast Food,Church's Chicken,(602) 944-1568,85029
"4727 E Bell Rd Ste 31, Phoenix",1,BBQ,Danky's BBQ,(602) 996-2016,85032
"1714 W Van Buren St, Phoenix",2,Caribbean,Jam Rock Café & Grill,(602) 441-4588,85007
"8146 W Indian School Rd, Phoenix",1,Chinese,East Buffet,(623) 691-9991,85033
"1957 W Dunlap Ave Ste 11, Phoenix",1,Indian,Nawaz,(602) 944-2187,85021
"3945 E Camelback Rd, Phoenix",1,Pizza,Giant Rustic Pizza,(602) 422-9300,85018
"8202 W Indian School Rd, Phoenix",1,Mexican,El Burrito Grande,(623) 873-2400,85033
"21001 N Tatum Blvd, Phoenix",1,,Sweet Tomatoes,(480) 473-3233,85050
"1602 E. Jefferson St., Phoenix",1,Mexican,El Pollo Correteado,(602) 504-7513,85034
"2810 S 24th St, Phoenix",1,Sandwich,Sub Shop,(602) 244-9426,85034
"5064 E McDowell Rd, Phoenix",1,African,Tariq Restaurant,(602) 275-2221,85008
"75th Ave @ Thomas Rd, Phoenix",2,"American,Bar Food",Hooters,(623) 873-7935,85033
"2939 N 24th St, Phoenix",1,Chinese,New China Buffet,(602) 667-7878,85016
"6601 W Thomas Rd, Phoenix",1,Mexican,Bencomos Mexican Food,(623) 848-7777,85033
"2775 N 15th Ave, Phoenix",1,American,Mulligan's,(602) 241-9094,85007
"401 E Bell Rd, Phoenix",2,Sushi,Sushi Style,(602) 866-1505,85022
"Phoenix Sky Harbor Airport, Phoenix",2,BBQ,Joe's Real BBQ,(602) 273-3300,85034
"Phoenix Sky Harbor Airport, Phoenix",1,Mexican,El Bravo,(602) 244-1388,85034
"Location Varies, Phoenix",1,"Asian,Indian",Spice It Up,(480) 244-7613,85004
"Phoenix Sky Harbor Airport, Phoenix",1,"Coffee and Tea,Tea",Peet's Coffee & Tea,(602) 273-3300,85034
"4030 E Bell Rd, Phoenix",1,"Desserts,Indian",Pastries n Chaat,(602) 688-6344,85032
"7677 N 16th St, Phoenix",1,American,Slim Picken's,(602) 997-2626,85020
"201 S 4th St, Phoenix",2,"BBQ,Burger",Game Seven Grill,(602) 462-3800,85034
"7602 S Central Ave, Phoenix",1,Pizza,Pizza Patron,(602) 276-9193,85042
"202 N. Central, Phoenix",3,Italian,Via Roma,(602) 253-4121,85004
"2502 E Camelback Rd Ste 148A, Phoenix",2,"Mediterranean,Sandwich",Queen Creek Olive Mill Trattoria,(602) 957-5354,85016
"Phoenix Sky Harbor Airport, Phoenix",1,"American,Sandwich",Jackalope Flats,(602) 273-3300,85034
"4232 E Chandler Blvd, Phoenix",1,"Coffee and Tea,Sandwich,Tea",Cafe Zentro,(480) 706-7037,85048
"2641 Union Hills Dr, Phoenix",1,"Burger,Sandwich,Healthy Food",Sage Restaurant & Bar,(602) 863-7966,85027
"8645 N 7th St, Phoenix",1,Fast Food,Long John Silver's,(602) 371-0158,85020
"7000 e mayo blvd, Phoenix",1,,Enotria Land of Wine,(480) 513-3086,85054
"Phoenix Sky Harbor Airport, Phoenix",1,Southern,Lo-Lo's Chicken & Waffles,(602) 273-3300,85034
"Phoenix Sky Harbor Airport, Phoenix",1,"Bar Food,Sandwich",Bowtie Bar & Grill,(602) 273-3300,85034
3702 East Thomas Road,1,Fast Food,KFC,,85018
"Phoenix Sky Harbor Airport, Phoenix",1,Mexican,Los Taquitos,(602) 273-3300,85034
"4131 N 83rd Ave, Phoenix",1,"Bar Food,Sandwich",Rib Shop,(623) 873-1188,85033
"4645 E Broadway Rd, Phoenix",1,Sandwich,Port of Subs,(602) 426-9317,85040
"101 W Jefferson St, Phoenix",1,"American,Fast Food",Change of Venue,(602) 712-9474,85003
"5402 E Lincoln Dr, Paradise Valley",1,"Coffee and Tea,Tea",Kokopelli Cafe,(480) 948-1700,85253
"2919 N 59th Ave, Phoenix",4,Seafood,Marisco's Ensenada,(623) 845-0513,85033
"3744 W Roanoke Ave, Phoenix",1,Seafood,Southwest Steak & Seafood,(602) 447-0247,85009
"5819 S Central Ave, Phoenix",1,Chinese,New Sun Star Buffet,(602) 232-2688,85040
"1930 W Buckeye Rd, Phoenix",1,Mexican,Santana's Mexican Food,(602) 258-1124,85009
"4445 E. Thomas Rd, Phoenix",1,Desserts,Cinnabon,(602) 808-9544,85018
"9832 N 7th Street, Phoenix",2,Mediterranean,Lounge,(602) 870-4122,85020
"15091 Komatke Lane, Laveen",4,"Seafood,Steak",Ditka's,(520) 550-1943,85339
"3420 W Van Buren St, Phoenix",1,,Sun Star Buffet,(602) 353-8168,85009
"455 North 3rd St, Ste 1065, Phoenix",1,Sandwich,Corner Bakery Cafe,(602) 252-1346,85004
"4514 E Cactus Rd, Phoenix",4,American,Mystery Mansion Dinner Theater,(480) 994-1520,85032
"410 N 44th St, Phoenix",1,,Gateway Cafe,(602) 267-8161,85008
"7677 N 16th St, Phoenix",2,"BBQ,Breakfast,Burger",Hole in the Wall,(602) 870-1977,85020
"Phoenix Sky Harbor Airport, Phoenix",2,Mexican,Taberna del Tequila,(602) 273-3300,85034
"2400 E Missouri Ave, Phoenix",3,Breakfast,The Cafe at the Arizona Biltmore,(602) 381-7632,85016
"401 E Jefferson St, Phoenix",2,"American,International",Lexus Club,(602) 462-3430,85004
"601 W Bell Rd, Phoenix",2,Chinese,New Super China Buffet,(602) 424-1660,85023
"114 West Adams Street, Ste C-103",2,"Italian,Ramen",Noodle Bar,(480) 454-7905,85003
2535 East Bell Road Ste 15,1,Mexican,El Tapatio Restaurant,(602) 569-1328,85032
"3224 E Thomas Rd, Phoenix",1,Chinese,Golden Coin Chinese Buffet,(602) 956-1103,85018
"9201 N 29th Ave, Phoenix",1,Bar Food,Cadillac Ranch,(602) 870-6970,85051
"7415 West Thomas Rd, Phoenix",2,Pizza,Long Wong's Cantina,(623) 247-5310,85033
"3860 West Happy Valley Road, Glendale",1,"American,Bar Food",Bambino's Sports Grill,(623) 516-2300,85310
"3337 W. Peoria Ave., Phoenix",1,"Burger,Pizza,Bar Food",Bull Shooters,(602) 441-2447,85029
"17233 N 45th Ave, Glendale",2,American,Iron Works Food & Spirits,(602) 843-0909,85308
"Phoenix Sky Harbor Airport, Phoenix",2,"American,Sandwich",Nocawich,(602) 273-3300,85034
"2320 E Osborn Rd, Phoenix, AZ",4,New American,Binkley's,(480) 437-1072,85016
"Phoenix, AZ, USA",2,"Bakery,Desserts",Desserts By Rondi Custom Cakes,(602) 354-7488,85032
"3502 W Greenway Rd, Phoenix",1,"Greek,Mediterranean,Middle Eastern",Ali Baba's Restaurant & Bakery,(602) 866-3444,85053
"1100 N Central Avenue, Phoenix, AZ",4,New American,Match Cuisine & Cocktails,(602) 875-8080,85003
"2714 W Thomas Rd, Phoenix",2,Puerto Rican,Puerto Rican Latin Bar & Grill,(602) 278-9607,85017
"5200 E Camelback Rd, Phoenix",2,Bar Food,Mix Up Bar,(602) 840-3610,85018
"902 West Van Buren Street, Phoenix",1,"American,Chinese,Mexican",International House of Food,(602) 258-0077,85007
"5651 N 7th Street, Phoenix,",2,Italian,Mora Italian,(602) 795-9943,85014
"5538 North, 7th Street, Downtown, Phoenix, AZ",4,American,Stock & Stable,(602) 313-1001,85014
"6607 S Central Ave, Phoenix",1,Mexican,El Entronke,(480) 620-7400,85042
4743 N. 20th Street,1,Southern,Tratto,(602) 296-7761,85016
"8350 West Paradise Lane, Peoria",2,"American,Mexican,Tex-Mex",Slick's Garage Bar and Eat,(623) 476-7605,85382
"100 E Camelback Road,Suite 150",1,Desserts,Creamistry,(602) 368-8147,85012
"21001 N Tatum Boulevard, Phoenix, AZ",3,Korean,Sizzle Korean BBQ,(480) 265-9406,85050
1301 Grand Avenue,1,Mexican,Barrio Cafe Gran Reserva,(602) 636-0240,85007
"3935 E Thomas Road, Phoenix",2,"Beverages,New American,Pub Food",Helio Basin Brewing Company,(602) 354-3525,85018
"430 E Bell Road, Suite 103, Phoenix",2,"American,Burger",Caveman Burgers,(602) 358-7130,85022
"16049S 27th Pl. , Phoenix",1,Bakery,Lemme Eat Gluten Free,(480) 759-7059,
2510 E Bell Road Phoenix,1,"American,Chili,Deli,Mexican,Sandwich",Nogales Hot Dogs,(602) 318-1551,85032
"9620 N Metro Parkway W, Phoenix",2,"Mongolian,Chinese,BBQ",Blazin' Mongolian BBQ,(602) 358-7608,85051
"1923 E McDowell Road, Phoenix",1,,Tacos Chiwas,(602) 358-8830,
6709 W Indian School Road,3,Mexican,Machete Azteca,(623) 696-9291,85033
"2040 W Deer Valley Rd, Phoenix",1,"Asian,Hawaiian",DaValleyGrill,(602) 904-6356,85027
15615 Cave Creek Road,2,Bar Food,Tavern on the Creek,(623) 202-5711,85032
"1028 Grand Avenue #6, Phoenix",1,Ice Cream,Novel Ice Cream,(602) 373-2235,85007
"2501 W Happy Valley Rd, Phoenix",1,Greek,Greek Pita,(623) 587-7482,85085
"8877 N Scottsdale Road, Scottsdale",1,"New American,Steak",Drexyl,(480) 840-1861,85253
4808 North 35th Avenue,2,Vietnamese,Phở Hoàng Ðức,,85017
"18631 N 19th Avenue, Suite 150, Phoenix",1,Indian,OM Indian Bistro Restaurant,(602) 497-4971,85027
"3375 E Shea Boulevard, Phoenix",3,American,The Joy Bus Diner,(601) 595-5884,85028
"7816 North 27th Avenue, Phoenix, AZ",3,"Tunisian,Middle Eastern",Habbouz Tunisan Cuisine,(480) 626-7842,85051
"6007 N 16th St, Phoenix",2,,A Bake Shop,(602) 274-2253,85016
"1447 East McDowell Road, Midtown, Phoenix",1,Coffee and Tea,Smooth Brew Coffee,(480) 800-9025,85006
"2948 E Bell Rd, Phoenix",1,Mexican,Al Fuego Mexican Restaurant,(602) 682-7194,85032
"2125 North 24th Street, Midtown, Phoenix",3,Drinks Only,Wren House Brewing Co.,(602) 244-9184,85008
4401 E McDowell Road,3,"American,Burger",Burger Theory,(602) 358-0924,85008
5350 East Marriott Drive,4,"Mexican,Southwestern",stonegrill,(480) 293-3988,85054
5700 East McDonald Drive,2,Bar Food,Jade Bar,,85253
"1031 Grand Avenue, Grand Avenue",3,Pizza,Grand Avenue Pizza Company,(602) 253-6107,85007
2355 South 16th Street Phoenix,1,Coffee and Tea,Dora's Kitchen,(602) 253-4074,85034
"2737 W Thunderbird Road, Suite 107",2,"American,Sandwich",Port of Subs,(602) 424-7777,85053
1050 East. Bell Road,2,"American,Fast Food",Raising Cane's Chicken Fingers,(602) 595-4984,85022
"814 E Unionhills Drive, Phoenix",2,"American,Iranian",Saffron Jak,(623) 322-3162,85024
"2770 W Peoria Ave, Phoenix",2,"Burger,Fast Food",In-N-Out Burger,(800) 786-1000,85029
"131 Greenside Ln, Phoenix",3,Desserts,Judging Wisdom Kitchen,(512) 501-0252,
3434 West Union Hills,1,Fast Food,McDonald's,(623) 581-9800,85027
"1601 E Bell Road, Phoenix",1,"Ice Cream,Frozen Yogurt",Kwality Ice Cream,(602) 566-7839,85022
2740 W Bell Rd,1,"Chinese,Sushi",JC Sushi & Chinese,(602) 993-8888,85053
"85 W Boston Street, Chandler",1,American,The Brickyard Downtown,(480) 963-1373,85225
"6730 W Cactus Road, Phoenix",1,Mediterranean,Casa de Falafel,(623) 979-9234,85381
7700 East McCormick Parkway,3,American,Kitchen West Restaurant,(480) 596-7522,85258
"4001 E Bell Road, Phoenix",2,Pizza,Paradise Valley Pizza Co.,(602) 283-5705,85032
3600 North 2nd Avenue,2,American,The Liberty Kitchen,(602) 604-4900,85013
"5505 N 7th Street, Phoenix,",3,Mediterranean,Pita Jungle,(602) 277-7482,85014
842 East Indian School Road,2,Ethiopian,Abyssinia Restaurant and Cafe,(602) 795-4113,85014
"511 E Roosevlet Street, Phoenix",3,BBQ,Trapp Haus BBQ,(602) 466-5462,85004
"3539 W Bell Road, Suite B7",2,Indian,Pastries N Chaat,(602) 365-0901,85053
"2957 W Bell Rd, Phoenix",1,American,Us Egg,(602) 843-1249,85053
"220 E Roosevelt, Phoenix",1,"American,Coffee and Tea,Sandwich",Be Coffee + Food + Stuff,(602) 687-7544,85004
6107 N 7th Street,1,American,Camp Social,(602) 451-9915,85014
"201 E Washington Street, Suite 201, Phoenix",3,"Italian,Seafood",Mancuso's Restaurant,(480) 556-0770,85254
"50 West Jefferson Street, Suite 100",1,American,The Corner,(602) 252-7600,85004
"2243 North 12th Street, Downtown, Phoenix AZ",1,"American,New American",Duza's Kitchen,,85006
910 n. 4th Street. Suite 111 Phoenix,1,Sandwich,Ike's Love & Sandwiches,(480) 565-8573,85044
"Boulders Resort and Spa, 34631 N Tom Darlington Drive, Phoenix",3,American,Discovery Lounge,(480) 488-9009,85377
"4236 N Central Ave, Phoenix",2,,Central Wine Bar,(602) 812-7343,85012
"2201 North 7th Street, Coronado",1,"Vegetarian,Coffee and Tea",The Coronado PHX,(602) 252-1322,85006
"14418 North Scottsdale Road, Suite 185, Phoenix, AZ",2,"Salad,Healthy Food,Sandwich,American,Juices",MAD Greens,(602) 283-3806,85254
3608 North Scottsdale Road,2,Scottish,Goldwater Brewing Co.,,85251
"3626 E. Indian School Road, Phoenix, Arizona",2,Pizza,Gino's East,(602) 441-0704,
"18635 N 35th Ave,Suite 107, Phoenix",2,Indian,Daawat,(623) 249-4076,85027
"2502 E. Camelback Road, 136 Phoenix",1,Desserts,Frost A Gelato Shoppe,(602) 955-3767,85016
"North 7th Avenue, 1512 W Bell Road",1,Chinese,Yi's Chinese Restaurant,(602) 993-0175,85023
"Desert Ridge Marketplace, N Tatum Blvd, Northeast Phoenix, Phoenix",1,Mexican,Barrio Queen,(480) 466-7445,85050
"4012 N 75th Ave, Phoenix",1,Mexican,Rivas Mexican Food,(623) 873-3267,85033
"6729 North 57th Avenue, Downtown, Phoenix",1,"Steak,American",Desert Rose Steakhouse,(623) 680-9163,85301
"4740 S 48th Street, Suite 111 Phoenix",2,Asian,Pita Bistro,,85040
"625 N 7th St, Phoenix",1,"Coffee and Tea,Cafe",Street Coffee,(602) 283-4000,
"3115 East Lincoln Drive, Phoenix",1,Pizza,Base Pizzeria,(602) 535-8914,85029
"5452 E Skyline Drive, San Tan Valley",3,"American,BBQ",Santan Grille,(480) 616-0480,85140
626 West Union Hills,2,American,McDonald's,(623) 580-9550,85027
11 Yavapai Lodge Road,1,"Cafe,Coffee and Tea",Yavapai Coffee Shop,(928) 638-4001,86023
"15530 North Tatum Boulevard, Suite 160, Phoenix, AZ,",3,Italian,The Sicilian Butcher,(602) 775-5140,85032
710 North Central Avenue,1,"Cafe,Beverages,Coffee and Tea",Grand Central Coffee Company,,
"3620 E Indian School Rd Phoenix, AZ 85018, Phoenix, AZ",2,Drinks Only,UnderTow,,
"1339 E Chandler Boulevard, Phoenix",1,,Native Grill & Wings- Ahwatukee Foothills,(480) 283-9600,85048
"6544 W Thomas Rd Ste 42, Phoenix",1,Pizza,Pizza Patron,(623) 846-2363,85033
"668 N 44th St, Phoenix",2,Chinese,Beijing Garden Chinese Restaurant,(602) 286-6868,85008
"12235 N Cave Creek Rd, Phoenix",1,Mexican,Cc's Mesquite Broiler,(602) 923-0142,85022
"701 W Deer Valley Road, Phoenix",2,Mexican,Habanero Fresh Mexican Grill,(623) 243-7449,85027
"705 N 1st St, Phoenix",1,"American,Breakfast",Flor de Calabaza,(602) 253-4606,85004
"1 North 1st Street, Suite 102",1,American,The Kettle Black Kitchen & Pub,(602) 651-1185,85004
"5630 S Central Avenue, Phoenix",1,"Cafe,American,Latin American,Desserts",South Mountain Cafe,(602) 595-7366,85040
"3607 E Bell Rd, Phoenix",2,Indian,Bawarchi Indian Cuisine,(602) 404-8888,85032
"4905 E Ray Road, Phoenix, AZ",1,Asian,Savor Flavor,(480) 785-8880,85044
"130 N. Central Avenue, Phoenix, AZ",1,Pub Food,Valley Bar,(602) 368-3121,85004
"801 N 2nd Street, Suite 100, Phoenix",1,Bar Food,Cobra Arcade Bar,(602) 595-5873,85004
"18420 N 19th Avenue, Phoenix",3,"American,Bakery",Fry's Food and Drug,(602) 993-5960,85023
"5350 E Marriott Dr, Phoenix",1,American,Just a Splash,(480) 293-5000,85054
"5749 N 7th Street, Phoenix",2,"Bar Food,Beverages,Pub Food",The Womack,(602) 283-5232,
"10601 N 56th St, Scottsdale",1,American,The Grove at Orange Tree Golf Resort,(800) 426-6148,85254
"7000 E Mayo Blvd, Phoenix",2,"American,Burger,Bar Food",Blue 32 Sports Grill,(480) 621-3080,85054
"6135 N 35th Ave, Phoenix",2,Vietnamese,Pho 602 Vietnamese Restaurant,(602) 864-5078,85017
"915 N Central Ave, Phoenix",2,"Beverages,Healthy Food",Radish,(602) 842-2974,85004
4905 East Ray Road,1,Sandwich,Cheba Hut Toasted Subs,(480) 275-5918,
"3508 North 7th Street, Phoenix",2,Mediterranean,Tertio Wine Bar,(602) 595-2244,85014
"4267 W Thunderbird Rd, Phoenix",1,Fast Food,Blimpie,(602) 978-1955,85053
4340 East Indian School Road,1,Beverages,Nekter Juice Bar,(602) 753-1505,85018
"111 W Monroe St, Phoenix",1,"Coffee and Tea,Tea",Mornin' Moonshine,(602) 252-2541,85003
"4700 N Central Ave, Phoenix",1,"Desserts,Frozen Yogurt",Twirl Frozen Yogurt,(602) 264-8010,85012
"4730 E Indian School Rd, Phoenix",1,"Desserts,Ice Cream,Frozen Yogurt",Rita's Ice Custard Happiness,(602) 441-3138,85018
"15530 N Tatum Blvd, Phoenix",1,,Firehouse Subs,(602) 253-0086,85032
915 N Central Ave,1,"American,Burger",DCM Burger Joint,,85004
2530 West Happy Valley Rd Suite 1271,1,Donuts,Fractured Prune Doughnuts,(623) 215-2089,05085
"601 W Bell Road, Phoenix",2,"Chinese,Asian",New China Super Buffet,(602) 424-1660,85023
"6219 N 7TH Street, Phoenix",1,Mediterranean,613 Grill,(602) 274-4444,
"2800 N Central Ave, Phoenix",1,American,Cut Above Cafe,(602) 265-1314,85004
"7000 E Mayo Blvd, Phoenix",2,Iranian,AZ Kabob House,(480) 502-4500,85054
"2501 W Happy Valley Road, Phoenix",1,"Japanese,Sushi,Korean",Bento Box,(623) 581-0075,85085
"19001 N 27th Avenue,Deer Valley",2,"Fast Food,Pizza",Costco Food Court,(623) 293-4419,85027
"1820 N 75th Ave, Phoenix",1,Thai,Golden Thai Restaurant,(623) 849-9301,85035
"6025 N 16th St, Phoenix",1,Sandwich,Capriotti’s Sandwich Shop,(602) 279-7827,85016
"1920 W Thunderbird Rd, Phoenix",1,Chinese,Hong Kong Chinese Cuisine,(602) 789-1099,85023
"3734 E Thomas Rd, Phoenix",1,Mexican,Don Jose Mexican Food,(602) 955-7870,85018
"19805 N 51st Ave, Glendale",1,,Sammiches,(623) 258-8265,85308
"950 E Bell Rd,Suite 190, Phoenix",2,Pizza,Blaze Pizza,(602) 633-1150,85022
"7125 E 2nd Street, Scottsdale",1,Pizza,Boss Pizza Bar,(480) 777-2677,85251
