Name,PhoneNumber,Address,CostRange,Cuisine
Kim’s Chinese Kitchen,(602) 224-5439,3015 E Thomas Rd,1,Chinese
Asadero Toro,(602) 340-9310,1715 W McDowell Rd,1,Mexican
Pita Jungle,(480) 615-7482,1850 W. Southern Ave.,1,"Mediterranean,Vegetarian,American (New)"
Fat Ox,(480) 307-6900,6316 N Scottsdale Rd,1,"Italian,Wine Bars"
The Melting Pot-Phoenix,(480) 704-9206,3626 E Ray Rd,1,Fondue
Mido Sushi,(480) 753-6622,5965 W Ray Rd,1,"Sushi Bars,Japanese"
Beverly on Main,(480) 889-5580,7018 E Main St,1,"Cocktail Bars,American (New)"
CHAR’D Brisket Dogs + Burgers,(480) 361-9960,1015 S Rural Rd,1,"American (Traditional),Hot Dogs,Burgers"
La Grande Orange,,3400 E Sky Harbor Blvd,1,"Pizza,American (Traditional),Desserts"
5th Avenue Cafe,(602) 274-0963,501 W Thomas Rd,1,"Breakfast & Brunch,American (Traditional),Salad"
Thai Elephant,(480) 966-0351,815 W University Dr,1,Thai
New Wave Market,(602) 736-2383,7120 E 6th Ave,1,"Sandwiches,Breakfast & Brunch,Bakeries"
Grinders Coffee,(602) 678-0078,17 E Dunlap Ave,1,"Breakfast & Brunch,Cafes,Coffee Roasteries"
US Egg Restaurant,(480) 947-7344,3238 N Scottsdale Rd,1,"Breakfast & Brunch,Sandwiches,Coffee & Tea"
Ginban Sushi,(480) 706-1388,3941 E Chandler Blvd,1,"Sushi Bars,Japanese"
Culinary Dropout,(602) 680-4040,5632 N 7th St,1,"Bars,American (New)"
Daily Dose Midtown,(602) 274-0334,1928 E Highland Ave,1,"Breakfast & Brunch,Bars,American (New)"
Nan Zhou - Hand Drawn Noodle House,(480) 275-5352,111 S Dobson Rd,1,"Chinese,Noodles,Asian Fusion"
Casa Filipina Bakeshop & Restaurant,(602) 942-1258,3531 W Thunderbird Rd,1,"Bakeries,Filipino,Desserts"
Wildflower,(480) 838-9773,6428 S Mcclintock Rd,1,"Bakeries,Sandwiches,Breakfast & Brunch"
CK’s Tavern & Grill,(480) 706-5564,4142 E Chandler Blvd,1,"American (Traditional),Sandwiches,Sports Bars"
Phoenix Pho Vietnamese Restaurant,(623) 934-3400,9250 N 43rd Ave,1,Vietnamese
Grimaldi’s Pizzeria,(480) 785-1600,7131 West Ray Rd,1,Pizza
Linger Longer Lounge,(602) 264-4549,6522 N 16th St,1,"Lounges,Cocktail Bars,American (New)"
Crazy Jim’s,(602) 264-4777,4041 N 15th Ave,1,"Greek,Sandwiches,Mediterranean"
Rumbi Island Grill,(480) 785-4537,885 N 54th St,1,"Caribbean,Hawaiian,Sandwiches"
Fry’s,(480) 367-3940,4707 E Shea Blvd,1,"Grocery,Bakeries,Delis"
La Casa de Juana,(480) 962-9112,1976 W Southern Ave,1,"Mexican,Seafood,Vegetarian"
Rito’s Mexican Food - Crown,(602) 368-6726,5813 N 7th St,0,
Carly’s Bistro,(602) 262-2759,128 E Roosevelt St,1,"Bars,Cafes,Desserts"
Big Heng,(623) 334-9888,7530 W Peoria Ave,1,Chinese
China Village,(602) 956-9840,2710 E Indian School Rd,1,"Chinese,Asian Fusion"
It’s All Greek To Me,(480) 557-7482,2000 E Rio Salado Pkwy,1,Greek
House of Tacos,(480) 588-6451,740 S Mill Ave,1,"Bars,Tacos"
Lenny’s Burger Shop,(602) 978-8959,13616 N 35th Ave,1,Burgers
The Ivy,(480) 699-6189,1890 W Germann Rd,1,"Mediterranean,Greek,Lounges"
Kabuki Sushi & Grill,(623) 486-6603,8378 W Thunderbird Rd,1,"Sushi Bars,Japanese"
Jollof King,(480) 550-7292,325 W Elliot Rd,1,African
Vito’s Pizza,(623) 930-1644,4318 W Northern Ave,1,"Pizza,Chicken Wings,Sandwiches"
Dust Cutter,(602) 333-0000,50 E Adams St,1,"Bars,American (New)"
Spoke & Wheel - Phoenix,(602) 870-8860,8525 N Central Ave,1,"American (New),Sandwiches,Burgers"
Spinato’s Pizzeria,(602) 277-0088,5509 N 7th St,1,"Pizza,Italian"
Snakes & Lattes Tempe,(480) 361-6644,20 W 6th St,1,"American (New),Arts & Entertainment,Cafes"
In-N-Out Burger,(800) 786-1000,4840 N 20th St,1,"Burgers,Fast Food"
Sauce Pizza & Wine,(602) 845-7007,25 E Camelback Rd,1,"Pizza,Italian"
Pizza on 40th,(602) 666-5886,3937 E Indian School Rd,1,Pizza
Oregano’s Pizza Bistro,(480) 265-4580,1960 W Germann Rd,1,"Italian,Pizza"
Potbelly Sandwich Shop,(602) 283-3258,2131 E Camelback Rd,1,"Sandwiches,Salad,Fast Food"
Chutney’s Indian Cuisine,(480) 730-2555,1801 E Baseline Rd,1,"Indian,Buffets,Cocktail Bars"
TapHouse Kitchen,(480) 656-0012,6137 N Scottsdale Rd,1,"American (New),Gastropubs"
Matt’s Big Breakfast,(602) 840-3450,3118 E Camelback Rd,1,Breakfast & Brunch
La Santisima Gourmet Taco Shop,(623) 939-3292,5932 W Glendale Ave,1,"Mexican,Bars,Seafood"
Thai House,(480) 991-5004,6949 E Shea Blvd,1,Thai
La Fonda Del Sol,(480) 991-9282,7223 E Shea Blvd,1,Mexican
Original ChopShop,(480) 307-9336,222 E University Dr,1,"American (New),Breakfast & Brunch,Salad"
FEZ,(602) 287-8700,105 W Portland St,1,"Bars,American (New)"
Loreto’s Mexican Food,(480) 491-2500,9206 S Avenida Del Yaqui,1,Mexican
RoadHouse Cinemas,(480) 750-7296,9090 E Indian Bend Rd,1,"American (Traditional),Beer, Wine & Spirits,Cinema"
Ike’s Love & Sandwiches,(480) 565-8573,910 N 4th St,1,"Gluten-Free,Sandwiches,Vegan"
Rosita’s Place,(602) 244-9779,2310 E Mcdowell Rd,1,"Mexican,Breakfast & Brunch,Fast Food"
Tacos Tequila Whiskey,(602) 603-9411,3950 E Indian School Rd,1,"Tacos,Bars"
Hob Nobs,(602) 253-9220,149 W McDowell Rd,1,"Sandwiches,Pizza,Cafes"
Izzy’s Bakery & Cafe,(480) 969-6868,1870 W Main St,1,"Bakeries,Cafes,Bubble Tea"
Pho Thuan Thanh,(480) 834-3449,502 S Dobson Rd,1,Vietnamese
Pizzeria Bianco,(602) 368-3273,4743 N 20th St,1,"Italian,Pizza,Tapas/Small Plates"
Los Favoritos Taco Shop,(480) 609-0063,8489 E McDonald Dr,1,Mexican
Tottie’s Asian Fusion,(480) 970-0633,7901 E Thomas Rd,1,"Asian Fusion,Vietnamese,Thai"
Wally’s American Gastropub,(480) 596-7978,7704 East Doubletree Ranch Rd,1,"Gastropubs,Salad,Sandwiches"
Tasty Thai Restaurant,(480) 557-9999,510 W Broadway Rd,1,Thai
Bliss Rebar,(602) 795-1792,901 N 4th St,1,"Bars,American (New)"
Takamatsu,(623) 842-0400,4214 W Dunlap Ave,1,"Japanese,Korean"
The Nosh Cafe,(480) 940-4484,4855 E Warner Rd,1,"Bagels,Sandwiches,Breakfast & Brunch"
Bene Plates Cafe,(480) 222-9600,2152 E Broadway Rd,1,"Cafes,Breakfast & Brunch"
Don Jose Mexican Food,(602) 955-7870,3734 E Thomas Rd,1,Mexican
Polish Goodies,(602) 617-4095,8903 N 7th St,1,Polish
BurgerFi,(480) 912-4367,927 E University Dr,1,"Burgers,Hot Dogs,American (New)"
Wild Thaiger,(602) 241-8995,2631 N Central Ave,1,"Thai,Desserts,Seafood"
Mika’s Greek,(480) 456-6452,780 W Elliot Rd,1,"Greek,Mediterranean,Vegetarian"
CJ’s Talley’s Pub,(602) 248-7765,1219 E Glendale,1,"Pubs,Burgers,Sandwiches"
J & G Steakhouse,(480) 214-8000,6000 E Camelback Rd,1,Steakhouses
Kabab King,(623) 282-5588,2640 W Baseline Rd,1,"Afghan,Middle Eastern"
SakeBomber Sushi & Grill,(480) 557-9416,1705 E Broadway Rd,1,"Sushi Bars,Japanese,Cocktail Bars"
Kabuki Japanese Restaurant,(480) 350-9160,2000 E Rio Salado Pkwy,1,"Japanese,Sushi Bars,Asian Fusion"
Breakroom Bar & Grill,(602) 267-1010,4729 E McDowell Rd,1,"American (Traditional),Sports Bars,Pool Halls"
Twin Peaks,(480) 562-3005,2135 E Camelback Rd,1,"Sports Bars,American (Traditional)"
Veneto Trattoria,(480) 948-9928,6137 N Scottsdale Rd,1,Italian
Rula Bula,(480) 929-9500,401 S Mill Ave,1,"Irish,Irish Pub"
Pho Avina,(602) 439-2547,4920 W Thunderbird Rd,1,"Vietnamese,Soup,Salad"
Croque Famous Sandwiches,(480) 607-1285,13610 N Scottsdale Rd,1,"Sandwiches,Asian Fusion,Caterers"
Gyros Express,(480) 767-3114,9301 E Shea Blvd,1,"Greek,Falafel"
Rusty Spur Saloon,(480) 425-7787,7245 E Main St,1,"Bars,American (New),Music Venues"
Chick-fil-A,(480) 961-6006,5035 E Ray Rd,1,Fast Food
Qwik’s Chinese Bistro,(480) 860-5508,9030 E Via Linda,1,"Chinese,Sports Bars"
The Covenant,(602) 595-7440,4740 E Shea Blvd,1,"American (New),Coffee & Tea,Wine Bars"
Essence Bakery Cafe,(602) 296-4958,3830 E Indian School Rd,1,"Breakfast & Brunch,Bakeries,Coffee & Tea"
Stock & Stable,(602) 313-1001,5538 N 7th St,1,"American (New),Gastropubs"
Planet Sub,(480) 245-6503,1920 W Germann Rd,1,"Sandwiches,Salad,Delis"
Picazzo’s Healthy Italian Kitchen,(602) 923-6001,4669 E Cactus Rd,1,"Pizza,Italian,Gluten-Free"
Mora Italian,(602) 795-9943,5651 N 7th St,1,"Italian,Pizza,Bars"
ZK Grill,(480) 961-2353,4804 E Chandler Blvd,1,"Mediterranean,Halal,Persian/Iranian"
The Keg Steakhouse + Bar - Chandler,(480) 899-7500,3065 W Chandler Blvd,1,"Steakhouses,Bars,Seafood"
Breakfast Club- CityScape,(602) 354-7284,2 E Jefferson St,1,"Breakfast & Brunch,Coffee & Tea,Juice Bars & Smoothies"
Thai Rama,(602) 285-1123,1221 W Camelback Rd,1,Thai
New Asian Star,(623) 478-1888,2755 S 99th Ave,1,Chinese
Sacred Pi,(480) 897-9093,6434 S McClintock Dr,1,"Pizza,Desserts,Beer Bar"
Carolina’s Mexican Food,(602) 275-8231,2126 E Cactus Rd,1,Mexican
Bangkok Thai Bar-B-Q,(602) 993-2046,13828 N 51st Ave,1,"Thai,Asian Fusion"
MacAlpine’s Diner & Soda Fountain,(602) 262-5545,2303 N 7th St,1,"Ice Cream & Frozen Yogurt,Antiques,American (Traditional)"
Cafe Forte,(480) 994-1331,7032 E Main St,1,American (New)
Loving Hut,(602) 264-3480,3239 E Indian School Rd,1,"Vegan,Vietnamese"
Angie & Jimmie’s Italian Pizza,(602) 246-7833,3446 W Camelback Rd,1,"Pizza,Salad,Italian"
Sa Bai On The Fly,(480) 264-4287,1740 E Broadway Rd,1,Thai
Blue Clover Distillery,(480) 946-1062,7042 E Indian School Rd,1,"Distilleries,American (New),Cocktail Bars"
Puerto Rico Latin Bar & Grill,(602) 278-9607,2714 W Thomas Rd,1,"Bars,Latin American,Puerto Rican"
The Vig Arcadia,(602) 553-7227,4041 N 40th St,1,"American (Traditional),American (New),Breakfast & Brunch"
Sweet Land Cake,(480) 242-3668,4747 E Thomas Rd,1,"Bakeries,Caribbean,Patisserie/Cake Shop"
George Yang’s Chinese Cuisine,(602) 368-2688,6048 N 16th St,1,Chinese
Cyclo Vietnamese Cuisine,(480) 963-4490,1919 W Chandler Blvd,1,"Vietnamese,Asian Fusion"
Al-Hana,(602) 252-8996,523 N 20th St,1,"Middle Eastern,Halal,Mediterranean"
Jewel’s Bakery and Cafe,(602) 714-5243,4041 E Thomas Rd,1,"Bakeries,Gluten-Free,Breakfast & Brunch"
First Watch,(602) 955-3447,3215 E Camelback Rd,1,"Breakfast & Brunch,Cafes,American (Traditional)"
Broadway Pizza,(612) 861-3402,7514 Lyndale Ave S,1,Pizza
The Buttered Tin,(651) 224-2300,237 7th St E,1,"Bakeries,Breakfast & Brunch,Cafes"
Arepa Bite Latin Food,(763) 780-7990,2213 County Hwy 10,1,Venezuelan
Manny’s Steakhouse,(612) 339-9900,825 Marquette Ave,1,"Steakhouses,Breakfast & Brunch,American (Traditional)"
J. Selby’s,(651) 222-3263,169 N Victoria St,1,"Vegan,Breakfast & Brunch"
Band Box Diner,(612) 332-0850,729 S 10th St,1,"Diners,Breakfast & Brunch,Burgers"
Parlour,(612) 354-3135,730 N Washington Ave,1,"American (New),Cocktail Bars"
Blaze Fast-Fire’d Pizza,(612) 295-0835,1000 SE Washington Ave,1,"Salad,Pizza,Fast Food"
The Anchor Fish & Chips,(612) 676-1300,302 13th Ave NE,1,Fish & Chips
Groundswell,(651) 645-6466,1340 Thomas Ave,1,"Coffee & Tea,American (New),Bakeries"
Colossal Café,(651) 797-4027,2315 Como Ave,1,"American (Traditional),Breakfast & Brunch"
Afro Deli,(612) 871-5555,720 Washington Ave SE,1,"African,Sandwiches,Mediterranean"
Meritage,(651) 222-5670,410 St Peter St,1,French
Eureka Compass Vegan Food,(651) 600-0419,629 Aldine St,1,Vegan
Fogo de Chão Brazilian Steakhouse,(612) 338-1344,645 Hennepin Ave,1,"Brazilian,Steakhouses"
Rinata,(612) 374-8998,2451 Hennepin Ave,1,"Italian,French,Tapas/Small Plates"
Penny’s Coffee,(612) 295-9761,100 S Washington Ave,1,"Cafes,Wine Bars,Beer Bar"
Lu’s Sandwiches,(612) 870-0350,2624 Nicollet Ave S,1,"Vietnamese,Sandwiches,Fast Food"
India House,(763) 432-2241,11611 Fountains Dr,1,"Indian,Buffets"
Cafe Latté,(651) 224-5687,850 Grand Ave,1,"Comfort Food,Cafeteria,Pizza"
ZZQ Smokehouse,(651) 452-9900,3390 Coachman Rd,1,Barbeque
Zait & Za’atar,(651) 493-7438,1626 Selby Ave,1,"Middle Eastern,Mediterranean,Imported Food"
The Happy Gnome,(651) 287-2018,498 Selby Ave,1,"American (New),Gastropubs"
Cajun Deli,(763) 391-0900,8038 Brooklyn Blvd,1,"Cajun/Creole,Seafood"
Porterhouse Steaks & Seafood,(651) 483-9248,235 Little Canada Rd E,1,"Steakhouses,Seafood,Bars"
The Bachelor Farmer,(612) 206-3920,50 N 2nd Ave,1,American (New)
Moscow On The Hill,(651) 291-1236,371 Selby Ave,1,"Russian,Bars,Breakfast & Brunch"
Sphynx Café,(612) 259-7174,813 4th St SE,1,"Mediterranean,Greek,Cafes"
Afro Deli & Grill - Saint Paul,(651) 888-2168,5 W 7th Pl,1,"African,Mediterranean"
Quang Restaurant,(612) 870-4739,2719 Nicollet Ave S,1,"Vietnamese,Sandwiches,Noodles"
The Neighborhood Café,(651) 644-8887,1570 Selby Ave,1,"American (Traditional),Breakfast & Brunch"
Taco Libre,(952) 303-3360,5125 Edina Industrial Blvd,1,Mexican
Blue Door Pub St. Paul,(651) 493-1865,1811 Selby Ave,1,"Pubs,American (Traditional)"
Original Pancake House,(952) 920-4444,3501 W 70th St,1,Pancakes
Zen Box Izakaya,(612) 332-3936,602 Washington Ave S,1,"Ramen,Izakaya,Cocktail Bars"
Pizza Nea,(612) 331-9298,306 E Hennepin Ave,1,"Pizza,Vegan"
Red Cow Uptown,(612) 767-3547,2626 Hennepin Ave,1,"Burgers,Beer Bar,American (Traditional)"
Wok in the Park,(952) 657-5754,3005 Utah Ave S,1,"Asian Fusion,Vegan,Gluten-Free"
Matt’s Bar,(612) 722-7072,3500 Cedar Ave S,1,"Burgers,Dive Bars"
Conny’s Creamy Cone,(651) 488-4150,1197 Dale St N,1,"Ice Cream & Frozen Yogurt,Juice Bars & Smoothies,Burgers"
Pimento Jamaican Kitchen,(612) 345-5637,2524 Nicollet Ave S,1,Caribbean
Red Wagon Pizza Co,(612) 259-7147,5416 Penn Ave S,1,Pizza
Tim and Tom’s Speedy Market,(651) 645-7360,2310 Como Ave,1,"Grocery,Delis,Butcher"
Hiko Sushi,(651) 452-6888,1466 Yankee Doodle Rd,1,Sushi Bars
Loon Grocery,(612) 871-2245,2501 Lyndale Ave S,1,"Middle Eastern,Grocery"
Eli’s Food & Cocktails,(612) 332-9997,1225 Hennepin Ave,1,"American (Traditional),Pubs"
Cuppa Java,(612) 374-4806,400 Penn Ave S,1,"Coffee & Tea,Breakfast & Brunch,Cafes"
Supatra’s Thai Cuisine,(651) 222-5859,967 W 7th St,1,"Thai,Cooking Classes"
Football Pizza,(612) 782-0169,2339 Central Ave NE,1,"Pizza,Venues & Event Spaces,Caterers"
Blaze Fast-Fire’d Pizza,(952) 955-4101,8126 Hwy 7,1,"Pizza,Salad,Fast Food"
Fat Nat’s Eggs,(763) 425-0117,8587 Edinburgh Centre Dr,1,"Breakfast & Brunch,Burgers,Sandwiches"
Black Sheep Coal Fired Pizza,(612) 342-2625,600 Washington Ave N,1,"Pizza,Cocktail Bars"
Milton’s,(763) 535-9373,3545 Douglas Dr N,1,"American (New),Soul Food,Bars"
The Lynhall,(612) 870-2640,2640 Lyndale Ave S,1,"Coffee & Tea,Breakfast & Brunch,Modern European"
India Palace Uptown,(612) 377-5000,2546 Hennepin Ave S,1,"Indian,Buffets"
Punch Neapolitan Pizza - Stadium Village,(612) 331-3122,802 Washington Ave SE,1,"Pizza,Italian"
Pineda Tacos,(763) 545-1977,60 Nathan Ln N,1,Mexican
Tavern 4 & 5,(952) 934-4545,16396 Wagner Way,1,"American (New),Breakfast & Brunch"
HAI HAI,(612) 223-8640,2121 University Ave Ne,1,"Vietnamese,Cocktail Bars,Breakfast & Brunch"
Naf Naf Grill,(612) 236-4620,200 S 6th St,1,"Middle Eastern,Salad,Falafel"
Lepot Chinese Hotpot,(612) 886-3855,507 14th Ave SE,1,"Chinese,Hot Pot"
Sammy’s Avenue Eatery,(612) 767-6278,1101 W Broadway Ave,1,"Sandwiches,American (Traditional),Breakfast & Brunch"
MT Noodles,(763) 315-3055,8459 West Broadway,1,"Vietnamese,Noodles"
Holy Land,(612) 781-2627,2513 Central Ave NE,1,"Bakeries,Grocery,Middle Eastern"
Fresh Picked PIZZA,(651) 494-3706,1048 W Hwy 96,1,Pizza
My Burger,(612) 500-9106,6555 Lyndale Ave S,1,"Burgers,Food Delivery Services,Breakfast & Brunch"
Sassy Spoon,(612) 886-1793,5011 34th Ave S,1,Gluten-Free
Cheng Heng Restaurant,(651) 222-5577,448 University Ave W,1,"Cambodian,Desserts,Laotian"
Cafe Racer Kitchen,(612) 208-1695,2929 E 25th St,1,"Food Trucks,Latin American"
ie Italian Eatery,(612) 223-8504,4724 Cedar Ave S,1,Italian
Grand Ole Creamery & Grand Pizza,(651) 293-1655,750 Grand Ave,1,"Ice Cream & Frozen Yogurt,Pizza"
Saint Dinette,(651) 800-1415,261 E 5th St,1,"American (New),Steakhouses,Burgers"
Sea Salt Eatery - Temp. CLOSED,(612) 721-8990,4825 Minnehaha Ave,1,"Seafood,Tacos,Burgers"
Ruth’s Chris Steak House,(612) 672-9000,920 2nd Ave S,1,Steakhouses
The 1029 Bar,(612) 379-4322,1029 Marshall St NE,1,"Sports Bars,American (Traditional)"
Prima Pasta Salads Panini,(612) 827-7376,5325 Lyndale Ave S,1,Italian
Manny’s Tortas,(612) 870-3930,920 E Lake St,1,"Mexican,Sandwiches"
Tilia,(612) 354-2806,2726 W 43rd St,1,"American (New),Breakfast & Brunch"
The Naughty Greek,(651) 219-4438,2400 University Ave W,1,"Greek,Mediterranean"
Carma Coffee,(612) 208-1253,520 Lowry Ave NE,1,"Coffee & Tea,Juice Bars & Smoothies,Sandwiches"
Burch Steak and Pizza Bar,(612) 843-1515,1933 Colfax Ave S,1,"Steakhouses,Pizza,Desserts"
Pig Ate My Pizza,(763) 537-7267,4154 W Broadway Ave,1,"Gastropubs,Pizza"
The Original Pancake House,(763) 383-0888,6322 Vinewood Ln,1,Breakfast & Brunch
Stewart’s,(651) 645-4128,128 Cleveland Ave N,1,"American (New),Bars"
Hazel’s Northeast,(612) 788-4778,2859 Johnson St NE,1,"Breakfast & Brunch,American (Traditional),Sandwiches"
World Street Kitchen,(612) 424-8855,2743 Lyndale Ave S,1,"Asian Fusion,Breakfast & Brunch,Sandwiches"
Zakia Deli,(612) 379-0288,2412 Kennedy St NE,1,"Mediterranean,Lebanese"
Nacho’s Mexican Grill,(952) 935-9200,1016 Main St,1,Mexican
Blackbird Cafe,(612) 823-4790,3800 Nicollet Ave,1,American (New)
Seed Cafe,(612) 345-7265,3252 W Lake St,1,
Maeve’s Cafe,(612) 379-1033,300 13th Ave NE,1,"Coffee & Tea,Breakfast & Brunch,American (New)"
Parallel,,145 Holden St N,1,"Coffee & Tea,Breakfast & Brunch,Beer Bar"
Brasa Rotisserie,(651) 224-1302,777 Grand Ave,1,"Southern,Caribbean"
Guavas Cuban Cafe,(612) 824-0951,5607 Chicago Ave,2,
Jasmine Deli,(612) 870-4700,2532 Nicollet Ave,1,"Vietnamese,Sandwiches"
Bluestem Bar,(612) 870-7855,2610 Lyndale Ave S,1,"Wine Bars,Gluten-Free,American (New)"
Grande Sunrise Mexican Restaurant,(612) 886-2678,5554 S 34th Ave,1,"Tacos,Seafood"
May Day Cafe,(612) 729-5627,3440 Bloomington Ave,1,"Breakfast & Brunch,Vegan,Coffee & Tea"
iPho by Saigon,(651) 225-8751,704 University Ave W,1,Vietnamese
DeLeo Bros. Pizza,(952) 452-9181,10 Southdale Ctr,1,"Pizza,Arcades"
Urban Sub,(952) 300-2551,5621 Wayzata Blvd,1,"Sandwiches,Salad,Soup"
Ham’s Sandwich Shop,(952) 591-0494,14200 Wayzata Blvd,1,"Meat Shops,Delis,Sandwiches"
Simpls,(612) 223-8545,601 Marquette Ave,1,"Coffee & Tea,Soup,Sandwiches"
Murray’s,(612) 339-0909,26 S 6th St,1,"Steakhouses,Lounges,American (Traditional)"
Malabari Kitchen,(612) 361-6777,414 1/2 Cedar Ave S,1,Indian
Lake & Irving,(612) 354-2453,1513 W Lake St,1,"American (New),Bars"
Tenant Restaurant,(612) 827-8111,4300 Bryant Ave S,1,American (New)
Allie’s Deli & Catering,(612) 333-6425,527 Marquette Ave,1,"Delis,Sandwiches"
Red Cow,(612) 767-4411,3624 W 50th St,1,"Burgers,Bars,American (New)"
Delsur Empanadas,(952) 303-6081,14725 Excelsior Blvd,1,"Food Trucks,Empanadas,Latin American"
Colita,(612) 886-1606,5400 Penn Ave S,1,
Zelo,(612) 333-7000,831 Nicollet Mall,1,"Italian,Seafood,American (Traditional)"
UP Coffee Roasters,(612) 326-9820,1901 Traffic St NE,1,"Sandwiches,Coffee & Tea,Coffee Roasteries"
Trung Nam French Bakery,(651) 229-0887,739 University Ave W,1,"Bakeries,French,Vietnamese"
The Lowbrow,(612) 208-0720,4244 Nicollet Ave S,1,"Burgers,Breakfast & Brunch"
Demera,(651) 224-6224,823 W University Ave,1,"Ethiopian,Bars"
Corner Table,(612) 823-0011,4537 Nicollet Ave,1,American (New)
Modern Times Café,(612) 886-3882,3200 Chicago Ave S,1,"Breakfast & Brunch,Burgers,Sandwiches"
Grand Café,(612) 822-8260,3804 Grand Ave S,1,"French,Wine Bars,Desserts"
Fika,(612) 871-4907,2600 Park Ave S,1,Modern European
Smack Shack Truck,(612) 379-4322,1029 Marshall St NE,1,"Southern,Seafood,Food Trucks"
Sun Street Breads,(612) 354-3414,4600 Nicollet Ave S,1,"Bakeries,Cafes,Pizza"
FireBox Deli,(612) 521-8206,4707 Lyndale Ave N,1,Barbeque
Patisserie 46,(612) 354-3257,4552 Grand Ave S,1,"Bakeries,Coffee & Tea,Breakfast & Brunch"
Alma,(612) 379-4909,528 University Ave SE,1,"Cafes,American (New),Guest Houses"
Lotus Restaurant,(612) 870-1218,113 W Grant St,1,Vietnamese
Element Wood Fire Pizza,(612) 379-3028,96 Broadway St NE,1,Pizza
Mucci’s Italian,(651) 330-2245,786 Randolph Ave,1,Italian
Costa Blanca Bistro,(612) 789-9296,2416 Central Ave NE,1,"Tapas/Small Plates,American (New),Spanish"
The Kenwood,(612) 377-3695,2115 W 21st St,1,"American (New),Breakfast & Brunch"
Bay Leaf Indian Cuisine,(952) 426-0215,6403 City W Pkwy,1,"Indian,Caterers"
Galactic Pizza,(612) 824-9100,2917 Lyndale Ave S,1,"Pizza,Vegan,Gluten-Free"
Nong’s Thai Cuisine,(763) 404-8190,2520 Hillsboro Ave,1,Thai
Andale Taqueria Y Mercado,(612) 259-8868,7700 Nicollet Ave S,1,"Butcher,Mexican"
Black Sea Restaurant,(651) 917-8832,737 Snelling Ave N,1,"Turkish,Desserts,Mediterranean"
Thai Garden,(651) 368-9431,432 University Ave W,1,"Thai,Vegan,Gluten-Free"
Breaking Bread Café & Catering,(612) 529-9346,1210 West Broadway Ave,1,"Comfort Food,Cafes,Sandwiches"
Red Rabbit,(612) 767-8855,201 N Washington Ave,1,"Italian,Pizza,Bars"
Cafe Lurcat,(612) 486-5500,1624 Harmon Pl,1,"American (New),Bars"
Luna Di Luna,(952) 303-4111,8820 Lyndale Ave S,1,Italian
The Herbivorous Butcher,(612) 208-0992,507 1st Ave NE,1,"Health Markets,Butcher,Vegan"
Maya Cuisine,(612) 789-0775,1840 Central Ave NE,1,Mexican
Big River Pizza,(651) 683-2186,280 E 5th St,1,"Pizza,Street Vendors"
Gorkha Palace,(612) 886-3451,23 4th St NE,1,"Himalayan/Nepalese,Indian"
La Colonia Restaurant,(612) 706-4146,2205 Central Ave NE,1,Colombian
Roman’s Cafe,(763) 789-4544,513 40th Ave NE,1,American (Traditional)
Red Cow - Saint Paul,(651) 789-0545,393 Selby Ave,1,"Burgers,Wine Bars,American (New)"
Iwa Sushi,(651) 455-1473,7781 Amana Trl,1,"Sushi Bars,Japanese"
Hazelwood Food and Drinks,(952) 222-4000,8150 26th Ave S,1,American (Traditional)
Teque Arepa,(952) 405-8092,7733 Flying Cloud Dr,1,Venezuelan
JK’s Table,(952) 831-0194,7401 Metro Blvd,1,"Japanese,Sushi Bars,Sandwiches"
Smoke In The Pit,(612) 315-3145,3733 Chicago Ave S,1,"Barbeque,Soul Food"
Punch Neapolitan Pizza - Lake Calhoun,(612) 929-0006,3226 W Lake St,1,Pizza
DeGidio’s Restaurant & Bar,(651) 291-7105,425 7th St W,1,Italian
Revival,(612) 345-4516,4257 Nicollet Ave,1,"Southern,Sandwiches,Bars"
Gyropolis,(952) 746-2091,2320 W 90th St,1,"Greek,Mediterranean"
JJ’S Poke,(952) 204-3780,6817 York Ave S,2,
Ciao Bella,(952) 841-1000,3501 Minnesota Dr,1,Italian
Fat Nats Eggs,(763) 540-0234,3540 Winnetka Ave N,1,Breakfast & Brunch
Victor’s 1959 Cafe,(612) 827-8948,3756 Grand Ave S,1,"Cuban,Breakfast & Brunch"
PinKU Japanese Street Food,(612) 584-3167,20 University Ave NE,1,"Japanese,Sushi Bars,Seafood"
Joan’s In the Park,(651) 690-3297,631 Snelling Ave S,1,"American (New),Wine Bars"
Cafe Astoria,(651) 340-9471,180 Grand Ave,1,"Coffee & Tea,Breakfast & Brunch,Creperies"
Punch Neapolitan Pizza - Highland Park,(651) 696-1066,704 Cleveland Ave S,1,"Pizza,Italian"
Nelson Cheese & Deli,(651) 647-1288,1562 Como Ave,1,"Cheese Shops,Sandwiches"
El Taco Riendo,(612) 781-3000,2412 Central Ave NE,1,Mexican
Original Pancake House,(952) 224-9440,549 Prairie Center Dr,1,Breakfast & Brunch
Al’s Breakfast,(612) 331-9991,413 14th Ave SE,1,"Diners,Breakfast & Brunch"
Kbop Korean Bistro,(612) 331-4993,425 13th Ave SE,1,Korean
Rincón 38,(612) 824-4052,3801 Grand Ave S,1,"Tapas/Small Plates,Spanish"
Birchwood Cafe,(612) 722-4474,3311 E 25th St,1,"Breakfast & Brunch,American (New),Coffee & Tea"
Catrinas Cerveza & Grill,(612) 788-1229,2510 Kenzie Ter,1,Mexican
